Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
CLM31041,POL11976,25/04/2023,26/04/2023,Weather,Medium,TRUE,FALSE,53851,54337,Severe,19/07/2023,settled,CUST21976,24,Female,Employed,London,8828,2,Coupe,0,Good
CLM33921,POL10405,23/05/2023,23/05/2023,Fire,Low,TRUE,FALSE,42164,35230,Moderate,17/08/2023,settled,CUST20405,26,Female,Student,Edinburgh,11433,5,SUV,13,Excellent
CLM33239,POL12857,30/08/2019,30/08/2019,Weather,Low,TRUE,FALSE,7515,5803,Moderate,16/10/2019,settled,CUST22857,66,Female,Retired,Cardiff,7293,46,Hatchback,20,Poor
CLM32616,POL12246,05/05/2023,10/05/2023,Fire,Low,TRUE,FALSE,83118,82167,Major,25/07/2023,settled,CUST22246,29,Male,Student,London,500,8,Hatchback,0,Fair
CLM33555,POL10461,08/08/2025,08/08/2025,Theft,Medium,TRUE,FALSE,16106,11431,Moderate,20/01/2026,settled,CUST20461,49,Female,Employed,Glasgow,10794,29,Motorcycle,7,Excellent
CLM32724,POL12773,07/08/2025,07/08/2025,Theft,Low,TRUE,FALSE,24283,22631,Major,18/10/2025,settled,CUST22773,58,Female,Employed,Cardiff,10440,38,Sedan,8,Good
CLM31706,POL10518,26/03/2021,26/03/2021,Fire,Medium,TRUE,FALSE,57551,46474,Moderate,02/10/2021,settled,CUST20518,61,Male,Employed,Edinburgh,5075,42,Sedan,14,Excellent
CLM30552,POL13506,15/01/2024,17/01/2024,Fire,Low,TRUE,FALSE,27694,24231,Moderate,19/03/2024,settled,CUST23506,73,Female,Retired,London,13146,53,Sedan,10,Excellent
CLM30588,POL13629,08/12/2018,08/12/2018,Theft,Medium,TRUE,FALSE,8599,5696,Moderate,19/04/2019,settled,CUST23629,31,Male,Self-Employed,Cardiff,11875,9,Hatchback,17,Fair
CLM30594,POL14717,24/01/2022,24/01/2022,Vandalism,Medium,TRUE,FALSE,17797,17907,Severe,11/08/2022,settled,CUST24717,23,Male,Employed,Edinburgh,2849,3,Sedan,3,Excellent
CLM32088,POL10665,06/01/2025,06/01/2025,Other,Low,TRUE,FALSE,4418,3266,Moderate,17/02/2025,settled,CUST20665,46,Male,Employed,Newcastle,12794,28,Coupe,17,Excellent
CLM30887,POL14431,15/02/2022,15/02/2022,Vandalism,Low,TRUE,FALSE,20778,21634,Severe,03/06/2022,settled,CUST24431,33,Female,Student,Birmingham,16097,14,Sedan,7,Poor
CLM30914,POL12759,01/11/2021,05/11/2021,Fire,Low,TRUE,FALSE,76714,69825,Major,23/12/2021,settled,CUST22759,76,Male,Retired,Leeds,10305,54,Sedan,19,Good
CLM34892,POL13214,09/07/2020,12/07/2020,Theft,Medium,TRUE,FALSE,8812,5710,Moderate,22/09/2020,settled,CUST23214,58,Male,Self-Employed,Liverpool,11354,37,Sedan,6,Good
CLM32558,POL11864,28/04/2022,28/04/2022,Vandalism,Low,TRUE,FALSE,92490,89498,Catastrophic,25/07/2022,settled,CUST21864,43,Female,Employed,Glasgow,12212,22,Coupe,16,Good
CLM34527,POL11111,19/11/2020,24/11/2020,Other,Low,TRUE,FALSE,10434,8440,Major,06/03/2021,settled,CUST21111,56,Male,Employed,London,11517,36,Coupe,9,Good
CLM31289,POL13295,13/05/2024,17/05/2024,Vandalism,Medium,TRUE,FALSE,2683,1776,Moderate,27/07/2024,settled,CUST23295,37,Female,Employed,Leeds,9631,15,Hatchback,10,Good
CLM31387,POL13874,18/07/2025,21/07/2025,Theft,Low,TRUE,FALSE,28586,21808,Major,06/10/2025,settled,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent
CLM32370,POL13975,09/11/2024,12/11/2024,Other,Low,TRUE,FALSE,16778,15240,Major,26/12/2024,settled,CUST23975,68,Female,Self-Employed,Liverpool,9156,50,Coupe,8,Excellent
CLM32038,POL11372,30/06/2021,30/06/2021,Fire,High,TRUE,FALSE,266856,244211,Severe,08/07/2022,settled,CUST21372,62,Female,Retired,Bristol,12463,42,SUV,11,Fair
CLM31564,POL12606,02/07/2025,02/07/2025,Theft,Medium,TRUE,FALSE,10382,9384,Moderate,15/12/2025,settled,CUST22606,74,Female,Retired,Bristol,14416,53,Sedan,18,Good
CLM33796,POL11592,23/01/2023,25/01/2023,Vandalism,High,TRUE,FALSE,2146,1972,Moderate,28/11/2023,settled,CUST21592,48,Male,Employed,Birmingham,16527,29,Hatchback,17,Excellent
CLM34475,POL11972,25/05/2023,25/05/2023,Vandalism,Low,TRUE,FALSE,2411,1958,Moderate,05/07/2023,settled,CUST21972,43,Male,Employed,Cardiff,12080,25,Hatchback,20,Good
CLM33593,POL11676,16/05/2019,16/05/2019,Vandalism,Low,TRUE,FALSE,5720,4660,Major,05/07/2019,settled,CUST21676,48,Female,Self-Employed,London,9367,26,Hatchback,18,Excellent
CLM31680,POL11790,07/12/2024,08/12/2024,Vandalism,Low,TRUE,FALSE,3653,2762,Moderate,13/02/2025,settled,CUST21790,60,Female,Employed,Manchester,15979,41,Hatchback,0,Good
CLM32032,POL11751,18/04/2022,19/04/2022,Theft,Low,TRUE,FALSE,13883,13094,Moderate,17/06/2022,settled,CUST21751,56,Male,Employed,Manchester,13113,36,Sedan,19,Excellent
CLM33610,POL11890,30/08/2020,03/09/2020,Weather,Medium,TRUE,FALSE,21995,19911,Major,03/03/2021,settled,CUST21890,57,Male,Retired,Liverpool,10925,35,Hatchback,19,Good
CLM32584,POL12821,07/04/2025,08/04/2025,Weather,Low,TRUE,FALSE,6668,6244,Moderate,20/06/2025,settled,CUST22821,42,Female,Self-Employed,London,11821,20,Sedan,2,Good
CLM33814,POL12584,05/09/2019,05/09/2019,Vandalism,High,TRUE,FALSE,5237,3818,Major,16/12/2020,settled,CUST22584,72,Male,Retired,Liverpool,13578,50,Van,0,Good
CLM33097,POL12645,03/10/2024,03/10/2024,Other,Low,TRUE,FALSE,7364,6836,Moderate,10/12/2024,settled,CUST22645,72,Female,Self-Employed,Cardiff,14446,52,Hatchback,3,Fair
CLM32720,POL13756,26/04/2021,28/04/2021,Other,Medium,TRUE,FALSE,7017,4755,Moderate,04/10/2021,settled,CUST23756,76,Male,Retired,Liverpool,21521,57,Motorcycle,1,Good
CLM33053,POL13782,05/11/2023,10/11/2023,Theft,Medium,TRUE,FALSE,16924,13257,Moderate,05/04/2024,settled,CUST23782,50,Male,Employed,London,16181,32,Van,16,Good
CLM34535,POL13922,20/01/2020,22/01/2020,Weather,Low,TRUE,FALSE,12841,9533,Major,08/03/2020,settled,CUST23922,36,Male,Employed,London,6045,14,Sedan,0,Poor
CLM34007,POL14564,16/09/2025,22/09/2025,Weather,Low,TRUE,FALSE,51308,197729,Severe,21/11/2025,settled,CUST24564,24,Male,Employed,Liverpool,12857,2,SUV,14,Excellent
CLM35060,POL12116,04/04/2024,04/04/2024,Weather,High,TRUE,FALSE,55587,51585,Severe,30/08/2024,settled,CUST22116,26,Female,Employed,Edinburgh,15475,6,Hatchback,14,Excellent
CLM35182,POL10562,17/11/2022,17/11/2022,Fire,Low,TRUE,FALSE,59530,44695,Major,16/02/2023,settled,CUST20562,61,Female,Retired,Birmingham,22534,39,Sedan,9,Good
CLM35304,POL12186,06/08/2025,07/08/2025,Weather,Medium,TRUE,FALSE,5659,3845,Moderate,12/10/2025,settled,CUST22186,30,Male,Unemployed,Bristol,9268,10,Hatchback,14,Excellent
CLM35308,POL11934,05/08/2020,08/08/2020,Weather,Low,TRUE,FALSE,7894,6975,Moderate,05/10/2020,settled,CUST21934,74,Male,Retired,Liverpool,11417,52,Hatchback,13,Good
CLM35356,POL10838,30/08/2019,30/08/2019,Theft,Low,TRUE,FALSE,32033,24554,Major,19/11/2019,settled,CUST20838,74,Female,Retired,Bristol,18969,56,Motorcycle,15,Fair
CLM35560,POL12607,15/12/2018,20/12/2018,Vandalism,Low,TRUE,FALSE,4258,3237,Moderate,30/03/2019,settled,CUST22607,24,Male,Employed,Glasgow,8099,4,Hatchback,2,Good
CLM35617,POL13208,01/08/2024,01/08/2024,Weather,Low,TRUE,FALSE,17299,15799,Major,10/10/2024,settled,CUST23208,32,Male,Employed,Manchester,18971,14,Sedan,0,Excellent
CLM35932,POL14579,22/10/2021,22/10/2021,Theft,Low,TRUE,FALSE,10316,8442,Moderate,23/11/2021,settled,CUST24579,26,Female,Employed,Newcastle,15785,6,Sedan,3,Fair
CLM35987,POL13866,14/10/2021,14/10/2021,Theft,Low,TRUE,FALSE,9811,12325,Moderate,06/12/2021,settled,CUST23866,44,Male,Employed,Glasgow,7732,23,SUV,16,Excellent
CLM36078,POL11667,30/11/2023,30/11/2023,Vandalism,Medium,TRUE,FALSE,10536,9502,Major,01/05/2024,settled,CUST21667,67,Female,Retired,London,5496,45,SUV,6,Good
CLM36164,POL14083,02/05/2019,02/05/2019,Weather,Medium,TRUE,FALSE,19554,14350,Major,04/08/2019,settled,CUST24083,46,Male,Employed,Leeds,9318,27,Hatchback,16,Fair
CLM36363,POL12527,21/03/2022,21/03/2022,Vandalism,Medium,TRUE,FALSE,17414,15161,Severe,05/10/2022,settled,CUST22527,56,Male,Self-Employed,Manchester,22682,35,Sedan,9,Poor
CLM36423,POL13815,08/12/2020,09/12/2020,Weather,Low,TRUE,FALSE,5859,5375,Moderate,28/02/2021,settled,CUST23815,45,Female,Employed,London,10609,23,Sedan,14,Fair
CLM36603,POL12221,19/10/2018,21/10/2018,Fire,Medium,TRUE,FALSE,217550,187070,Severe,24/04/2019,settled,CUST22221,58,Female,Unemployed,Cardiff,11510,38,Sedan,6,Excellent
CLM36610,POL11927,03/11/2024,04/11/2024,Other,Low,TRUE,FALSE,7597,5252,Moderate,28/01/2025,settled,CUST21927,24,Female,Employed,Leeds,6263,6,Sedan,18,Poor
CLM36642,POL12815,22/12/2023,26/12/2023,Weather,Low,TRUE,FALSE,12373,11586,Major,04/02/2024,settled,CUST22815,24,Male,Employed,Leeds,7041,2,SUV,13,Good
CLM36879,POL14359,29/09/2022,02/10/2022,Other,Medium,TRUE,FALSE,13360,10932,Major,27/03/2023,settled,CUST24359,28,Female,Employed,Leeds,6185,7,SUV,8,Good
CLM37023,POL11380,17/04/2024,21/04/2024,Fire,Medium,TRUE,FALSE,202731,165514,Severe,12/08/2024,settled,CUST21380,26,Female,Self-Employed,Liverpool,9893,6,Coupe,6,Good
CLM37080,POL12001,22/11/2020,26/11/2020,Weather,Medium,TRUE,FALSE,52560,51617,Severe,04/06/2021,settled,CUST22001,32,Male,Employed,Cardiff,9337,14,Coupe,4,Poor
CLM37218,POL12003,16/10/2023,16/10/2023,Fire,Medium,TRUE,FALSE,33935,27974,Moderate,13/02/2024,settled,CUST22003,50,Male,Self-Employed,Liverpool,14768,31,SUV,19,Good
CLM37237,POL14866,13/12/2021,14/12/2021,Weather,Low,TRUE,FALSE,19265,15624,Major,11/03/2022,settled,CUST24866,52,Male,Unemployed,Leeds,13028,33,Sedan,8,Good
CLM37258,POL10690,26/12/2021,27/12/2021,Theft,Low,TRUE,FALSE,11512,8523,Moderate,04/03/2022,settled,CUST20690,18,Female,Unemployed,Liverpool,11545,0,Coupe,19,Good
CLM37422,POL13747,31/01/2025,31/01/2025,Vandalism,Low,TRUE,FALSE,2686,2519,Moderate,12/04/2025,settled,CUST23747,48,Female,Self-Employed,Manchester,17742,26,SUV,11,Excellent
CLM37510,POL10179,26/02/2024,26/02/2024,Weather,Low,TRUE,FALSE,9216,6564,Moderate,28/04/2024,settled,CUST20179,29,Male,Employed,Bristol,9640,8,Hatchback,10,Fair
CLM37766,POL14036,06/04/2024,06/04/2024,Weather,Medium,TRUE,FALSE,12732,11083,Major,07/07/2024,settled,CUST24036,65,Female,Retired,London,12779,43,Coupe,20,Excellent
CLM37927,POL11820,12/08/2021,12/08/2021,Weather,Medium,TRUE,FALSE,7805,6914,Moderate,23/11/2021,settled,CUST21820,48,Female,Self-Employed,Leeds,12655,28,Sedan,20,Fair
CLM37990,POL12153,04/03/2022,10/03/2022,Theft,Low,TRUE,FALSE,14473,16316,Moderate,30/04/2022,settled,CUST22153,48,Female,Unemployed,London,11454,27,Sedan,11,Fair
CLM32408,POL10053,07/06/2019,07/06/2019,Weather,Medium,TRUE,FALSE,1985,1639,Minor,15/11/2019,settled,CUST20053,64,Female,Employed,Birmingham,15936,43,Hatchback,20,Fair
CLM31291,POL12639,12/08/2025,13/08/2025,Weather,Medium,TRUE,FALSE,4040,4613,Minor,11/01/2026,settled,CUST22639,44,Male,Employed,Liverpool,10129,24,SUV,5,Fair
CLM34796,POL14004,05/12/2023,07/12/2023,Weather,Medium,TRUE,FALSE,4257,2702,Minor,19/05/2024,settled,CUST24004,73,Male,Retired,Liverpool,7134,53,SUV,0,Good
CLM31383,POL12100,08/09/2025,11/09/2025,Weather,Medium,TRUE,FALSE,3674,2897,Minor,23/11/2025,settled,CUST22100,34,Male,Employed,Cardiff,7568,13,Hatchback,3,Good
CLM32350,POL12430,07/06/2020,07/06/2020,Other,Medium,TRUE,FALSE,2607,1865,Minor,23/08/2020,settled,CUST22430,24,Male,Self-Employed,Newcastle,7716,2,Hatchback,1,Excellent
CLM35332,POL13127,04/08/2020,04/08/2020,Weather,Medium,TRUE,FALSE,3154,2194,Minor,09/10/2020,settled,CUST23127,62,Male,Retired,Edinburgh,7839,40,Sedan,14,Good
CLM35469,POL10363,28/05/2020,28/05/2020,Weather,Medium,TRUE,FALSE,3919,2030,Minor,25/09/2020,settled,CUST20363,23,Female,Student,Manchester,9122,4,Sedan,2,Excellent
CLM36188,POL10445,12/02/2019,13/02/2019,Other,Medium,TRUE,FALSE,2105,1871,Minor,08/08/2019,settled,CUST20445,19,Female,Student,Bristol,10709,0,Sedan,15,Fair
CLM36535,POL12150,30/07/2022,31/07/2022,Vandalism,Medium,TRUE,FALSE,1273,723,Minor,14/10/2022,settled,CUST22150,46,Female,Employed,Manchester,12065,25,Hatchback,20,Good
CLM36697,POL14761,24/05/2025,26/05/2025,Weather,Medium,TRUE,FALSE,3100,1565,Minor,26/09/2025,settled,CUST24761,70,Female,Retired,Birmingham,12202,50,Van,1,Good
CLM32427,POL10166,13/08/2022,13/08/2022,Weather,Low,TRUE,FALSE,2659,1386,Minor,10/10/2022,settled,CUST20166,28,Male,Self-Employed,Bristol,18806,10,SUV,7,Poor
CLM30718,POL10247,23/07/2025,27/07/2025,Weather,Low,TRUE,FALSE,3930,2240,Minor,02/10/2025,settled,CUST20247,68,Male,Retired,Newcastle,14593,48,Motorcycle,3,Good
CLM34297,POL13446,15/01/2019,15/01/2019,Weather,Low,TRUE,FALSE,2961,1700,Minor,23/03/2019,settled,CUST23446,44,Female,Employed,Cardiff,10954,26,Hatchback,17,Good
CLM32934,POL10279,30/01/2022,03/02/2022,Vandalism,Low,TRUE,FALSE,1937,1096,Minor,06/04/2022,settled,CUST20279,61,Female,Employed,Newcastle,11058,42,Coupe,11,Good
CLM30307,POL13689,30/07/2024,31/07/2024,Theft,Low,TRUE,FALSE,4403,3859,Minor,16/09/2024,settled,CUST23689,65,Male,Retired,Bristol,16817,45,Motorcycle,5,Fair
CLM34825,POL10644,13/03/2019,16/03/2019,Weather,Low,TRUE,FALSE,3547,2413,Minor,27/04/2019,settled,CUST20644,59,Male,Self-Employed,London,4816,39,Hatchback,2,Poor
CLM34824,POL10354,04/05/2021,04/05/2021,Fire,Low,TRUE,FALSE,16164,18568,Minor,12/06/2021,settled,CUST20354,75,Female,Retired,Liverpool,11233,57,Sedan,5,Good
CLM30468,POL12899,31/01/2022,31/01/2022,Theft,Low,TRUE,FALSE,5008,3904,Minor,04/04/2022,settled,CUST22899,27,Female,Employed,Cardiff,17573,7,Hatchback,11,Good
CLM30525,POL12459,14/06/2021,14/07/2021,Fire,Low,TRUE,FALSE,10784,14223,Minor,05/09/2021,settled,CUST22459,21,Female,Student,Birmingham,15441,0,Van,11,Good
CLM34494,POL10607,09/01/2022,13/01/2022,Fire,Low,TRUE,FALSE,19486,12237,Minor,28/02/2022,settled,CUST20607,61,Male,Employed,Edinburgh,12291,39,SUV,3,Good
CLM34362,POL10632,18/12/2024,20/12/2024,Other,Low,TRUE,FALSE,3054,2301,Minor,01/02/2025,settled,CUST20632,55,Male,Self-Employed,Edinburgh,14495,33,Sedan,8,Good
CLM30849,POL10653,28/05/2021,30/05/2021,Weather,Low,TRUE,FALSE,2347,1930,Minor,12/07/2021,settled,CUST20653,37,Male,Unemployed,Liverpool,16920,17,SUV,14,Good
CLM32675,POL11859,27/10/2018,28/10/2018,Vandalism,Low,TRUE,FALSE,773,433,Minor,07/12/2018,settled,CUST21859,69,Male,Retired,Cardiff,14054,47,SUV,1,Good
CLM31249,POL13256,27/06/2019,27/06/2019,Weather,Low,TRUE,FALSE,3667,2876,Minor,05/08/2019,settled,CUST23256,58,Male,Employed,Bristol,14341,36,Sedan,18,Excellent
CLM30719,POL12663,19/12/2022,19/12/2022,Theft,Low,TRUE,FALSE,7321,3705,Minor,28/01/2023,settled,CUST22663,59,Male,Employed,Cardiff,11352,38,Sedan,3,Good
CLM32619,POL10756,24/06/2019,30/06/2019,Theft,Low,TRUE,FALSE,4485,2756,Minor,11/09/2019,settled,CUST20756,51,Female,Self-Employed,Liverpool,9973,32,Sedan,2,Excellent
CLM31868,POL11497,28/10/2022,03/11/2022,Weather,Low,TRUE,FALSE,3825,3409,Minor,24/12/2022,settled,CUST21497,73,Male,Unemployed,Bristol,13177,51,Coupe,14,Good
CLM32798,POL10829,05/06/2019,07/06/2019,Theft,Low,TRUE,FALSE,4843,5504,Minor,17/07/2019,settled,CUST20829,61,Male,Self-Employed,Manchester,20168,40,Coupe,14,Excellent
CLM30962,POL13318,15/01/2019,16/01/2019,Vandalism,Low,TRUE,FALSE,1246,1075,Minor,05/04/2019,settled,CUST23318,49,Female,Self-Employed,Cardiff,6752,31,Sedan,17,Good
CLM30975,POL11604,13/01/2020,13/01/2020,Weather,Low,TRUE,FALSE,2228,1445,Minor,11/04/2020,settled,CUST21604,29,Female,Employed,Bristol,11016,8,Hatchback,3,Good
CLM31005,POL12021,19/05/2020,21/05/2020,Weather,Low,TRUE,FALSE,3891,2448,Minor,10/07/2020,settled,CUST22021,70,Female,Retired,Birmingham,15525,49,Hatchback,14,Poor
CLM32166,POL13515,26/01/2019,26/01/2019,Theft,Low,TRUE,FALSE,6020,4942,Minor,16/04/2019,settled,CUST23515,18,Male,Student,Manchester,8719,0,Coupe,18,Fair
CLM34030,POL11130,07/07/2024,12/07/2024,Vandalism,Low,TRUE,FALSE,934,554,Minor,24/09/2024,settled,CUST21130,35,Female,Employed,Edinburgh,11970,16,Sedan,15,Good
CLM32091,POL11172,02/12/2024,02/12/2024,Theft,Low,TRUE,FALSE,4314,2944,Minor,02/02/2025,settled,CUST21172,78,Female,Retired,Liverpool,12212,56,SUV,14,Good
CLM34282,POL11181,26/12/2019,27/12/2019,Weather,Low,TRUE,FALSE,2398,2131,Minor,23/03/2020,settled,CUST21181,26,Male,Unemployed,Liverpool,15075,6,Hatchback,6,Fair
CLM34021,POL12124,07/06/2019,08/06/2019,Theft,Low,TRUE,FALSE,2855,2504,Minor,23/07/2019,settled,CUST22124,54,Female,Retired,London,10999,34,SUV,6,Good
CLM31263,POL13832,11/07/2021,12/07/2021,Theft,Low,TRUE,FALSE,7797,11549,Minor,04/10/2021,settled,CUST23832,35,Male,Employed,Newcastle,12644,15,Sedan,17,Excellent
CLM31527,POL14588,01/10/2023,06/10/2023,Vandalism,Low,TRUE,FALSE,1365,887,Minor,06/12/2023,settled,CUST24588,44,Female,Employed,Cardiff,7305,25,Hatchback,14,Good
CLM32609,POL11560,17/10/2024,22/10/2024,Weather,Low,TRUE,FALSE,3083,2413,Minor,26/12/2024,settled,CUST21560,38,Female,Employed,Newcastle,15451,20,SUV,3,Fair
CLM31671,POL12173,30/05/2023,02/06/2023,Theft,Low,TRUE,FALSE,4538,3763,Minor,27/07/2023,settled,CUST22173,48,Male,Employed,Liverpool,13930,29,SUV,6,Good
CLM32252,POL11673,04/11/2019,05/11/2019,Weather,Low,TRUE,FALSE,3477,2193,Minor,21/12/2019,settled,CUST21673,61,Female,Self-Employed,Birmingham,8797,42,Motorcycle,9,Excellent
CLM31795,POL13997,17/02/2019,19/02/2019,Vandalism,Low,TRUE,FALSE,1336,1163,Minor,25/03/2019,settled,CUST23997,34,Male,Employed,Edinburgh,17530,15,Hatchback,16,Good
CLM31990,POL13741,02/07/2022,06/07/2022,Vandalism,Low,TRUE,FALSE,1434,777,Minor,04/10/2022,settled,CUST23741,64,Female,Self-Employed,Bristol,22971,46,Sedan,7,Good
CLM31999,POL13652,17/02/2025,18/02/2025,Vandalism,Low,TRUE,FALSE,1039,647,Minor,10/05/2025,settled,CUST23652,70,Male,Retired,Leeds,11877,52,SUV,17,Fair
CLM32003,POL13355,19/04/2024,20/04/2024,Vandalism,Low,TRUE,FALSE,1065,713,Minor,26/05/2024,settled,CUST23355,60,Male,Retired,Birmingham,16669,38,SUV,7,Good
CLM33151,POL12022,06/03/2020,06/03/2020,Weather,Low,TRUE,FALSE,3836,2362,Minor,07/04/2020,settled,CUST22022,65,Male,Retired,Manchester,10105,43,SUV,5,Poor
CLM34038,POL12274,17/04/2024,17/04/2024,Theft,Low,TRUE,FALSE,4526,2740,Minor,20/06/2024,settled,CUST22274,61,Female,Employed,Edinburgh,16172,40,Van,15,Good
CLM32924,POL13944,13/01/2021,17/01/2021,Weather,Low,TRUE,FALSE,2355,1297,Minor,10/04/2021,settled,CUST23944,22,Male,Student,Manchester,5647,4,Sedan,20,Excellent
CLM34572,POL13920,26/09/2024,26/09/2024,Other,Low,TRUE,FALSE,1775,1277,Minor,21/12/2024,settled,CUST23920,74,Male,Retired,Cardiff,9844,54,Coupe,13,Excellent
CLM34927,POL14217,28/05/2025,31/05/2025,Theft,Low,TRUE,FALSE,5128,3257,Minor,29/08/2025,settled,CUST24217,76,Female,Retired,Glasgow,17269,58,Motorcycle,14,Excellent
CLM34251,POL14312,01/11/2019,06/11/2019,Weather,Low,TRUE,FALSE,2432,1596,Minor,02/02/2020,settled,CUST24312,26,Male,Self-Employed,Leeds,8835,7,Sedan,14,Poor
CLM34287,POL14960,20/05/2023,20/05/2023,Weather,Low,TRUE,FALSE,3123,2664,Minor,21/06/2023,settled,CUST24960,57,Female,Employed,Manchester,13332,35,Coupe,8,Poor
CLM35007,POL13158,04/03/2023,05/03/2023,Theft,Low,TRUE,FALSE,1973,994,Minor,14/04/2023,settled,CUST23158,70,Male,Retired,Birmingham,6055,48,SUV,0,Good
CLM35134,POL11808,22/06/2019,23/06/2019,Vandalism,Low,TRUE,FALSE,1004,649,Minor,31/07/2019,settled,CUST21808,50,Male,Employed,Edinburgh,15009,28,SUV,7,Good
CLM35380,POL12540,05/05/2025,05/05/2025,Weather,Low,TRUE,FALSE,2887,1691,Minor,31/07/2025,settled,CUST22540,19,Male,Employed,Edinburgh,3728,0,SUV,0,Poor
CLM35605,POL11140,04/11/2020,04/12/2020,Vandalism,Low,TRUE,FALSE,963,512,Minor,02/03/2021,settled,CUST21140,69,Female,Retired,Birmingham,12718,48,Sedan,16,Excellent
CLM35688,POL11230,13/09/2024,13/09/2024,Other,Low,TRUE,FALSE,2748,2268,Minor,29/11/2024,settled,CUST21230,74,Male,Unemployed,Bristol,8361,55,SUV,15,Good
CLM35787,POL10441,18/09/2023,23/09/2023,Other,Low,TRUE,FALSE,3113,2547,Minor,09/12/2023,settled,CUST20441,66,Female,Retired,Cardiff,12961,46,Van,0,Good
CLM35836,POL10685,24/04/2022,27/04/2022,Weather,Low,TRUE,FALSE,3137,1738,Minor,16/06/2022,settled,CUST20685,30,Male,Employed,Glasgow,4150,10,SUV,17,Fair
CLM35878,POL11422,19/04/2020,20/04/2020,Vandalism,Low,TRUE,FALSE,1662,1185,Minor,08/06/2020,settled,CUST21422,40,Female,Unemployed,Leeds,12874,21,SUV,11,Excellent
CLM36194,POL12357,23/06/2019,25/06/2019,Theft,Low,TRUE,FALSE,4201,2571,Minor,30/07/2019,settled,CUST22357,54,Female,Retired,Bristol,15568,33,Sedan,11,Fair
CLM36447,POL14504,07/03/2024,10/03/2024,Theft,Low,TRUE,FALSE,4546,3744,Minor,20/04/2024,settled,CUST24504,75,Male,Retired,Glasgow,7821,54,Sedan,17,Excellent
CLM36502,POL10530,16/09/2023,16/09/2023,Theft,Low,TRUE,FALSE,4905,3946,Minor,27/10/2023,settled,CUST20530,70,Female,Retired,Edinburgh,15601,49,Sedan,16,Poor
CLM36516,POL13383,10/04/2020,12/04/2020,Vandalism,Low,TRUE,FALSE,1049,653,Minor,28/05/2020,settled,CUST23383,28,Female,Employed,Glasgow,9668,6,Coupe,14,Good
CLM36590,POL13590,14/09/2025,14/09/2025,Weather,Low,TRUE,FALSE,3221,2788,Minor,17/10/2025,settled,CUST23590,43,Female,Self-Employed,Birmingham,13951,24,SUV,10,Good
CLM36646,POL13917,24/02/2025,25/02/2025,Vandalism,Low,TRUE,FALSE,913,499,Minor,08/05/2025,settled,CUST23917,60,Female,Self-Employed,Birmingham,12804,42,Van,7,Excellent
CLM36704,POL14132,04/08/2020,04/08/2020,Other,Low,TRUE,FALSE,2527,2151,Minor,25/10/2020,settled,CUST24132,72,Male,Retired,Liverpool,12521,52,Sedan,16,Good
CLM36842,POL13327,27/02/2025,27/02/2025,Weather,Low,TRUE,FALSE,4360,3217,Minor,01/04/2025,settled,CUST23327,37,Female,Self-Employed,Manchester,15230,19,Van,8,Good
CLM37092,POL14851,08/12/2023,08/12/2023,Weather,Low,TRUE,FALSE,3222,2128,Minor,06/02/2024,settled,CUST24851,22,Male,Student,Birmingham,7136,2,Hatchback,20,Good
CLM37104,POL14942,30/11/2024,01/12/2024,Weather,Low,TRUE,FALSE,2555,2054,Minor,22/01/2025,settled,CUST24942,34,Female,Employed,London,17045,14,Sedan,7,Fair
CLM37119,POL11725,21/05/2022,23/05/2022,Theft,Low,TRUE,FALSE,4617,4088,Minor,05/08/2022,settled,CUST21725,71,Male,Retired,Newcastle,15776,51,Sedan,5,Fair
CLM37265,POL12893,02/05/2023,02/05/2023,Theft,Low,TRUE,FALSE,4092,2190,Minor,27/07/2023,settled,CUST22893,53,Female,Self-Employed,Leeds,12761,31,Motorcycle,0,Good
CLM37295,POL13700,04/10/2020,05/10/2020,Other,Low,TRUE,FALSE,2022,1528,Minor,14/12/2020,settled,CUST23700,68,Male,Retired,Edinburgh,17763,49,SUV,3,Poor
CLM37429,POL13623,20/03/2024,20/03/2024,Weather,Low,TRUE,FALSE,2668,1487,Minor,14/06/2024,settled,CUST23623,72,Female,Retired,Birmingham,14156,52,Hatchback,2,Good
CLM37442,POL13745,30/01/2022,30/01/2022,Vandalism,Low,TRUE,FALSE,1137,618,Minor,28/04/2022,settled,CUST23745,43,Male,Self-Employed,Glasgow,8983,23,Sedan,9,Good
CLM37456,POL10113,09/10/2022,09/10/2022,Weather,Low,TRUE,FALSE,2141,1509,Minor,05/01/2023,settled,CUST20113,76,Male,Retired,Bristol,17086,58,Coupe,2,Fair
CLM37469,POL10653,17/07/2020,20/07/2020,Weather,Low,TRUE,FALSE,2695,1739,Minor,19/08/2020,settled,CUST20653,37,Male,Unemployed,Liverpool,16920,17,SUV,14,Good
CLM37697,POL12790,15/03/2024,21/03/2024,Weather,Low,TRUE,FALSE,5074,4343,Minor,13/06/2024,settled,CUST22790,23,Male,Unemployed,Glasgow,18661,1,Sedan,12,Excellent
